client_name,website,category,description,phone,hours,services,faqs,locations
"Behr Construction Co","behrconstruction.com","Residential Construction","Behr Construction Co. is a licensed general contractor specializing in high-end residential remodeling and commercial build-outs in La Ca?ada Flintridge since 1985. Family-owned with 50+ projects completed. BBB A+ rated, fully insured.","8 am to 5 pm Monday through Friday","undefined","Residential construction, custom homes (new and remodeling), design-build, hard-bid construction, repairs, additions, renovations, consulting, expert witness, and default take-over work.","","La Canada Flintridge, CA|1363 Foothill Blvd, Suite 1, La Canada Flintridge, CA 91011|8189522516"
